Month,Type,Price,Location,Postcode,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact
September,House,5920,Dublin City South,Dublin 8,2,2,Yes,Yes,30,Owner
September,Apartment,5040,Dublin City South,Dublin 4,3,1,No,No,12,Estate Agent
September,Apartment,1810,Dublin City South,Dublin 2,1,1,Yes,No,120,Estate Agent
September,House,4990.00,Dublin City South,Dublin 10,3,1,Yes,Yes,12,Estate Agent
September,Apartment,2050,Dublin City Nth.,Dublin 1,2,1,Yes,No,12,Estate Agent
September,Apartment,1830.00,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
September,Apartment,880,Dublin City South,Dublin 22,1,2,Yes,No,12,Owner
September,Apartment,3050,Dublin City Sth.,Dublin 2,2,2,Yes,No,120,Owner
September,House,3140,Dublin City South,Dublin 12,4,1,No,Yes,12,Owner
September,Apartment,1870,Dublin City South,Dublin 8,2,1,No,No,12,Estate Agent
September,House,3060,Dublin City South,Dublin 12,5,2,No,Yes,12,Estate Agent
September,Apartment,1470,Dublin City South,Dublin 2,1,2,N/A,No,120,Owner
September,Apartment,2570,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
September,House,5720,Dublin City North,Dublin 11,5,1,Yes,Yes,3,Estate Agent
September,Apartment,1770,Dublin City North,Dublin 1,2,2,No,No,3,Estate Agent
September,Apartment,1320,Dublin City Nth.,Dublin 11,1,1,N/A,No,12,Estate Agent
September,Apartment,1880,Dublin City South,Dublin 2,3,1,Yes,No, ,Owner
September,House,3260,Dublin City South,Dublin 8,4,2,Yes,Yes,6,Owner
September,Apartment,3160,Dublin City North,Dublin 1,2,1,Yes,No,120,Owner
September,Apartment,1400,Dublin City Nth.,Dublin 15,1,1,N/A,No,120,Estate Agent
September,House,4920,Dublin City North,Dublin 1,4,1,Yes,Yes,12,Estate Agent
September,Apartment,2280.00,Dublin City North,Dublin 9,2,1,No,No,12,Estate Agent
September,Apartment,2880,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
September,Apartment,1330,Dublin City North,Dublin 1,2,1,No,No,6,Owner
September,House,5220,Dublin City North,Dublin 7,3,2,No,Yes,12,Owner
September,Apartment,2510,Dublin City South,Dublin 14,2,1,Yes,No,12,Owner
September,Apartment,890,Dublin City North,Dublin 11,1,1,Yes,No,12,Owner
September,Apartment,1250,Dublin City Sth.,Dublin 22,2,2,No,No,12,Owner
September,Apartment,2540,Dublin City South,Dublin 14,2,2,No,No,6,Estate Agent
September,Apartment,1860,South Co Dublin,,1,1,No,No,12,Estate Agent
September,Apartment,1540,North Co Dublin,,2,1,No,No,12,Estate  Agent
September,House,4320,Dublin City North,Dublin 7,2,2,Yes,No,12,Owner
September,Apartment,1680,Dublin City North,Dublin 1,1,1,N/A,No,12,Estate Agent
September,Apartment,1910,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
September,Apartment,2240,Dublin City Sth.,Dublin 12,2,2,No,No,12,Owner
September,House,6060,Dublin City North,Dublin 1,3,2,Yes,Yes,12,Estate Agent
September,Apartment,2930,Dublin City North,Dublin 1,2,1,No,No,6,Owner
September,Apartment,1460,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
September,Apartment,5740,Dublin City South,Dublin 8,3,1,Yes,No,3,Owner
September,Apartment,1410,Dublin City South,Dublin 6,1,1,No,No,120,Owner
September,Apartment,1620,Dublin City Nth.,Dublin 1,1,1,N/A,No,12,Owner
September,Apartment,1420,Dublin City South,Dublin 10,1,2,Yes,No,6,Owner
September,House,4000.00,Dublin City Nth.,Dublin 13,3,2,Yes,Yes,3,Owner
September,Apartment,1570,Dublin City South,Dublin 18,1,2,No,No,3,Owner
September,Apartment,1000,Dublin City South,Dublin 18,1,1,No,No,12,Owner
September,Apartment,1650.00,Dublin City South,Dublin 2,2,1,Yes,No,12,Estate Agent
September,Apartment,1860.00,Dublin City North,Dublin 1,1,2,No,N/A,12,Estate Agent
September,Apartment,1250,Dublin City North,Dublin 13,1,2,No,No,12,Estate Agent
September,Apartment,3270,Dublin City South,Dublin 6W,3,1,No,N/A,12,Owner
September,Apartment,3100,North Co Dublin,,3,1,No,No,12,Estate Agent
September,Apartment,1210,Dublin City South,Dublin 14,2,1,No,No,12,Owner
September,Apartment,1410,Dublin City North,Dublin 1,2,1,No,N/A,12,Estate Agent
September,House,4010.00,Dublin City South,Dublin 12,3,1,Yes,Yes,12,Owner
September,Apartment,1390,Dublin City Sth.,Dublin 18,1,1,N/A,No,12,Estate  Agent
September,House,4170,Dublin City South,Dublin 6W,3,2,Yes,Yes,12,Estate Agent
September,Apartment,2550,Dublin City Sth.,Dublin 2,1,2,Yes,No,12,Estate Agent
September,Apartment,1130,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
September,House,5600.00,Dublin City South,Dublin 2,2,2,Yes,Yes,3,Owner
September,Apartment,1880,Dublin City North,Dublin 11,1,1,Yes,No,12,Owner
September,House,2740,Dublin City South,Dublin 22,4,2,Yes,Yes,12,Estate Agent
September,House,3380,Dublin City Nth.,Dublin 15,2,1,Yes,Yes,3,Estate Agent
September,Apartment,2150,Dublin City Nth.,Dublin 1,1,2,No,No,12,Estate  Agent
September,Apartment,2930,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
September,Apartment,1370.00,Dublin City South,Dublin 8,2,1,No,N/A,6,Estate Agent
September,Apartment,3540,Dublin City South,Dublin 2,3,2,No,No,12,Estate Agent
September,Apartment,1160,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
September,Apartment,1890,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
September,Apartment,1230,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
September,Apartment,1220,Dublin City South,Dublin 24,2,1,No,No,6,Owner
September,Apartment,5900,Dublin City Nth.,Dublin 1,3,1,N/A,No,12,Estate Agent
September,Apartment,1450.00,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
September,Apartment,5090,Dublin City North,Dublin 13,3,2,No,No,3,Estate Agent
September,Apartment,1190,Dublin City Sth.,Dublin 2,1,1,Yes,No,6,Estate Agent
September,House,3890,Dublin City Sth.,Dublin 14,4,1,Yes,Yes,12,Estate Agent
September,Apartment,1340,North Co Dublin,,1,1,No,No,12,Estate Agent
September,Apartment,1550,Dublin City North,Dublin 1,1,1,No,N/A,12,Estate Agent
September,House,3990,North Co Dublin,,2,1,Yes,N/A,6,Estate Agent
September,Apartment,2480,Dublin City Sth.,Dublin 2,1,2,No,No,12,Owner
September,Apartment,2250,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
September,Apartment,1720.00,Dublin City North,Dublin 3,1,1,No,N/A,6,Estate Agent
September,Apartment,1280,Dublin City Nth.,Dublin 3,1,2,No,No,6,Owner
September,Apartment,1780,Dublin City Nth.,Dublin 3,1,1,No,N/A,12,Owner
September,Apartment,1860.00,Dublin City North,Dublin 1,1,1,Yes,No,12,Estate Agent
September,Apartment,2290.00,Dublin City South,Dublin 4,2,2,No,No,12,Estate Agent
September,House,4430,Dublin City South,Dublin 6W,3,2,Yes,Yes,120,Estate Agent
September,Apartment,1340,Dublin City Sth.,Dublin 24,2,1,No,No,12,Estate Agent
September,Apartment,1050,Dublin City South,Dublin 14,2,1,No,No,12,Owner
September,Apartment,1730,Dublin City Nth.,Dublin 17,1,2,No,No,12,Estate Agent
September,Apartment,2470,Dublin City South,Dublin 2,1,1,Yes,No,120,Estate Agent
September,Apartment,1090,Dublin City South,Dublin 22,2,2,N/A,No,12,Estate Agent
September,House,2850,Dublin City Sth.,Dublin 22,5,4,No,Yes,12,Owner
September,Apartment,2160,Dublin City Nth.,Dublin 1,1,2,No,No,12,Estate Agent
September,Apartment,2310,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
September,House,2840,Dublin City South,Dublin 14,3,2,Yes,Yes,12,Estate Agent
September,Apartment,1540,Dublin City North,Dublin 1,1,1,Yes,N/A,6,Estate Agent
September,Apartment,2070,Dublin City South,Dublin 18,1,1,No,N/A,12,Owner
September,House,3860,Dublin City North,Dublin 13,4,3,Yes,Yes,3,Owner
September,Apartment,1780,Dublin City South,Dublin 2,2,1,Yes,No,12,Estate Agent
September,House,3020.00,Dublin City Nth.,Dublin 11,5,2,Yes,Yes,3,Estate Agent
September,Apartment,2950,Dublin City North,Dublin 3,2,1,No,No,12,Estate Agent
September,Apartment,2910,Dublin City North,Dublin 3,2,1,N/A,No,12,Estate Agent
September,Apartment,1690,Dublin City Nth.,Dublin 1,2,1,No,No,12,Estate Agent
September,Apartment,2090,Dublin City Sth.,Dublin 2,1,1,No,No,12,Owner
September,Apartment,4500,Dublin City South,Dublin 2,2,2,No,N/A,3,Estate Agent
September,Apartment,2140,Dublin City North,Dublin 15,2,2,No,No,6,Estate Agent
September,House,4250,Dublin City Sth.,Dublin 2,3,2,Yes,Yes,6,Estate Agent
September,Apartment,1180,Dublin City North,Dublin 1,1,1,Yes,No,12,Estate Agent
September,Apartment,1410,Dublin City North,Dublin 3,1,1,No,No,12,Estate Agent
September,Apartment,940,Dublin City South,Dublin 20,1,2,No,No,12,Owner
September,House,4460,Dublin City Sth.,Dublin 6W,3,2,No,Yes,12,Owner
September,Apartment,1660,Dublin City South,Dublin 6,1,2,No,No,3,Estate Agent
September,Apartment,2110,Dublin City North,Dublin 1,2,1,No,N/A,12,Owner
September,Apartment,1440.00,Dublin City North,Dublin 1,1,1,No,No,12,Owner
September,Apartment,2820,Dublin City South,Dublin 18,2,1,No,N/A,120,Estate Agent
October,House,3210,Dublin City North,Dublin 1,4,1,Yes,Yes,6,Owner
October,Apartment,1150,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
October,Apartment,2220,Dublin City Nth.,Dublin 9,2,1,Yes,No,12,Estate Agent
October,Apartment,2830.00,Dublin City South,Dublin 2,3,1,No,No,12,Estate Agent
October,Apartment,1720,Dublin City North,Dublin 1,1,1,Yes,No, ,Estate Agent
October,Apartment,1240.00,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
October,Apartment,2110,Dublin City South,Dublin 10,3,1,No,No,12,Estate Agent
October,Apartment,1700,South Co Dublin,,1,1,No,N/A,12,Owner
October,Apartment,2290,Dublin City Sth.,Dublin 2,1,1,No,No,120,Estate Agent
October,Apartment,3190,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
October,Apartment,1190,Dublin City North,Dublin 9,1,1,No,No,12,Estate Agent
October,Apartment,1500,Dublin City Sth.,Dublin 2,1,2,No,No, ,Estate Agent
October,Apartment,1690,Dublin City South,Dublin 24,2,2,No,No,3,Owner
October,Apartment,1440,Dublin City North,Dublin 1,1,1,No,N/A,12,Estate Agent
October,Apartment,1860,Dublin City Nth.,Dublin 7,1,1,No,No,60,Owner
October,Apartment,1180,Dublin City North,Dublin 1,2,2,Yes,No,120,Estate Agent
October,Apartment,1280,Dublin City South,Dublin 2,1,2,Yes,No,12,Estate Agent
October,Apartment,2680,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate Agent
October,Apartment,2060,Dublin City North,Dublin 9,1,1,No,No,6,Estate Agent
October,Apartment,1550.00,Dublin City South,Dublin 16,2,2,No,No,12,Estate Agent
October,House,3200,Dublin City South,Dublin 2,3,2,Yes,N/A,12,Estate Agent
October,Apartment,1410,Dublin City North,Dublin 1,2,1,No,No,12,Owner
October,House,4880,Dublin City North,Dublin 1,3,2,No,Yes,12,Owner
October,Apartment,1290,Dublin City Nth.,Dublin 13,2,2,No,No,12,Owner
October,Apartment,1770,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate  Agent
October,House,3620,Dublin City South,Dublin 20,4,4,Yes,Yes,12,Owner
October,House,2860,North Co Dublin,,3,1,Yes,Yes,12,Estate Agent
October,House,3690,Dublin City Nth.,Dublin 13,4,4,N/A,Yes,12,Estate Agent
October,Apartment,1420,Dublin City North,Dublin 3,1,2,No,No,12,Estate Agent
October,Apartment,1250,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
October,Apartment,1200,Dublin City Sth.,Dublin 2,1,1,No,No,12,Owner
October,Apartment,1310,North Co Dublin,,1,1,No,No,12,Estate Agent
October,Apartment,2920,Dublin City North,Dublin 1,2,1,Yes,No,6,Estate Agent
October,Apartment,1250,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
October,House,3110,Dublin City North,Dublin 11,3,1,No,Yes,12,Owner
October,Apartment,1810,Dublin City South,Dublin 20,1,1,No,No,3,Owner
October,Apartment,1540,Dublin City Nth.,Dublin 1,2,2,No,No,12,Owner
October,Apartment,1630.00,Dublin City South,Dublin 18,1,1,No,N/A,6,Estate Agent
October,Apartment,2010,Dublin City South,Dublin 2,1,1,No,No,12,Owner
October,Apartment,1200,Dublin City South,Dublin 2,1,1,Yes,No,12,Estate Agent
October,Apartment,2400,Dublin City Sth.,Dublin 2,1,1,No,No,12,Estate Agent
October,House,3530,Dublin City Sth.,Dublin 24,3,2,No,Yes,60,Owner
October,Apartment,2300,South  Co Dublin,,2,2,No,No,6,Estate Agent
October,Apartment,5230,Dublin City North,Dublin 1,3,2,No,No,12,Owner
October,Apartment,2730.00,Dublin City Sth.,Dublin 2,2,1,No,No,12,Owner
October,Apartment,2700.00,Dublin City South,Dublin 2,2,2,N/A,No,120,Owner
October,Apartment,1970,Dublin City North,Dublin 1,1,1,No,No,12,Owner
October,House,5790,Dublin City South,Dublin 2,3,2,N/A,Yes,60,Owner
October,Apartment,870.00,Dublin City Nth.,Dublin 13,1,1,No,No,12,Estate Agent
October,House,5130,Dublin City South,Dublin 6,4,4,Yes,Yes,6,Owner
October,Apartment,2450,Dublin City Sth.,Dublin 6W,2,1,Yes,No,3,Estate Agent
October,Apartment,1290,Dublin City South,Dublin 20,2,1,No,No,12,Estate Agent
October,Apartment,1810,Dublin City North,Dublin 1,1,1,No,N/A,12,Estate Agent
October,Apartment,2600,Dublin City North,Dublin 1,2,2,Yes,No,12,Owner
October,House,3250,Dublin City South,Dublin 6W,3,1,Yes,Yes,12,Owner
October,House,2740,South  Co Dublin,,3,2,Yes,Yes,12,Estate Agent
October,Apartment,1290,Dublin City South,Dublin 2,1,2,No,No,12,Estate Agent
October,Apartment,2840,Dublin City North,Dublin 1,2,2,No,No,120,Estate Agent
October,Apartment,1320,Dublin City North,Dublin 9,2,1,No,No,6,Estate Agent
October,Apartment,2520,Dublin City South,Dublin 16,2,1,No,No,12,Estate Agent
October,Apartment,930,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
October,Apartment,2330,Dublin City South,Dublin 2,1,2,No,No,120,Owner
October,House,3260,Dublin City Nth.,Dublin 5,4,1,Yes,N/A,3,Owner
October,House,3480,Dublin City North,Dublin 13,3,2,Yes,Yes,6,Estate Agent
October,House,2970,Dublin City South,Dublin 8,4,2,No,Yes,6,Owner
October,House,3860.00,Dublin City Nth.,Dublin 3,1,2,N/A,Yes,6,Owner
October,Apartment,2040,Dublin City Nth.,Dublin 1,2,1,No,No,6,Estate Agent
October,Apartment,1380.00,Dublin City South,Dublin 22,1,2,No,No,12,Owner
October,Apartment,2890,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
October,House,4470,Dublin City Sth.,Dublin 20,4,4,No,Yes,12,Owner
October,Apartment,3450,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
October,House,2630,Dublin City South,Dublin 16,4,1,Yes,Yes,12,Owner
October,Apartment,1960,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
October,Apartment,1540,Dublin City South,Dublin 24,2,1,No,No,12,Owner
October,Apartment,1860,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
October,Apartment,1220.00,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
October,Apartment,1580,Dublin City South,Dublin 16,2,2,No,N/A,12,Estate Agent
October,House,2270,Dublin City North,Dublin 17,4,2,Yes,N/A,12,Owner
October,House,7650,Dublin City South,Dublin 6W,4,4,Yes,Yes,3,Estate Agent
October,Apartment,2130,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
October,Apartment,1060,Dublin City North,Dublin 11,2,2,No,No,12,Estate Agent
October,Apartment,1920.00,Dublin City North,Dublin 1,1,2,Yes,No,3,Estate Agent
October,Apartment,1580.00,Dublin City North,Dublin 13,1,1,No,No,12,Estate Agent
October,Apartment,990,Dublin City North,Dublin 11,2,2,No,No,12,Estate Agent
October,Apartment,6360,Dublin City Sth.,Dublin 4,3,1,No,No,12,Estate Agent
October,Apartment,1780,Dublin City North,Dublin 1,1,1,No,No,6,Owner
October,House,4160,Dublin City Sth.,Dublin 20,1,1,No,Yes,12,Owner
October,House,4360,Dublin City North,Dublin 7,2,2,No,Yes,12,Owner
October,House,3860,Dublin City Sth.,Dublin 2,3,2,Yes,Yes,12,Owner
October,Apartment,2430,Dublin City North,Dublin 1,2,2,Yes,No,12,Estate Agent
October,Apartment,3050,Dublin City North,Dublin 1,2,1,No,No, ,Estate Agent
October,Apartment,1670,Dublin City South,Dublin 2,1,1,N/A,No,12,Estate Agent
October,Apartment,2240,Dublin City Nth.,Dublin 1,2,1,Yes,No,12,Estate Agent
October,House,4200,South Co Dublin,,2,2,N/A,No,12,Estate Agent
October,Apartment,4910,Dublin City Sth.,Dublin 12,3,1,No,No,120,Estate Agent
October,House,4500,Dublin City South,Dublin 20,5,1,No,Yes,12,Estate Agent
October,Apartment,3440,Dublin City North,Dublin 17,3,2,Yes,No,120,Estate Agent
October,House,5190,Dublin City North,Dublin 1,3,2,Yes,Yes,12,Owner
October,Apartment,1320.00,Dublin City South,Dublin 12,1,1,No,No,12,Estate Agent
October,Apartment,3620,Dublin City North,Dublin 15,3,1,No,No,12,Estate Agent
October,Apartment,2770,Dublin City South,Dublin 6W,2,1,No,No,12,Estate Agent
October,Apartment,1410.00,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
October,Apartment,1080,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
October,Apartment,1990,Dublin City South,Dublin 16,1,1,No,No,12,Estate Agent
October,Apartment,1630,Dublin City North,Dublin 5,1,2,No,No,12,Estate Agent
October,Apartment,2690,Dublin City Nth.,Dublin 1,3,1,No,No,12,Estate Agent
October,Apartment,1830,Dublin City South,Dublin 4,2,2,No,No,6,Estate Agent
October,Apartment,2980,Dublin City South,Dublin 14,3,1,No,No,12,Estate Agent
October,Apartment,1940,Dublin City Sth.,Dublin 2,1,1,No,No,6,Estate Agent
October,Apartment,3210.00,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
October,House,3180,Dublin City South,Dublin 2,4,4,Yes,Yes,12,Owner
October,Apartment,2730,South Co Dublin,,2,2,No,No,12,Estate Agent
October,Apartment,2980,Dublin City Nth.,Dublin 1,2,2,No,No,6,Estate Agent
October,Apartment,2120,Dublin City South,Dublin 16,1,1,Yes,No,3,Owner
October,Apartment,2050,Dublin City Sth.,Dublin 2,2,2,No,No,12,Estate Agent
October,Apartment,2520,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
October,House,5860,Dublin City Sth.,Dublin 6,3,1,No,Yes,120,Owner
October,Apartment,1280,Dublin City Nth.,Dublin 11,2,1,No,No,12,Owner
October,House,5800,Dublin City South,Dublin 20,3,2,Yes,Yes,3,Owner
October,House,6380,Dublin City North,Dublin 1,4,3,Yes,Yes,12,Estate Agent
October,Apartment,2590,Dublin City South,Dublin 2,1,1,No,No,6,Owner
October,House,4620,Dublin City North,Dublin 3,3,2,No,Yes,12,Estate Agent
October,Apartment,2200,Dublin City Sth.,Dublin 2,1,1,Yes,N/A,12,Estate Agent
October,Apartment,2180.00,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
October,Apartment,4650,Dublin City Sth.,Dublin 2,3,1,No,No,12,Estate Agent
October,Apartment,4460.00,Dublin City Sth.,Dublin 4,3,2,Yes,No,12,Estate Agent
October,Apartment,1970,Dublin City South,Dublin 14,1,2,No,No,12,Estate Agent
October,Apartment,1780,Dublin City North,Dublin 1,1,1,Yes,No,3,Estate Agent
October,Apartment,2680,Dublin City Sth.,Dublin 12,2,1,No,No,12,Estate Agent
October,Apartment,2970,Dublin City Sth.,Dublin 4,2,1,Yes,No,12,Estate Agent
October,Apartment,1240,Dublin City North,Dublin 1,1,2,Yes,No,12,Estate Agent
October,Apartment,1440,Dublin City South,Dublin 4,1,2,No,No,12,Estate Agent
October,Apartment,3080,Dublin City Nth.,Dublin 1,2,1,No,N/A,6,Estate Agent
October,Apartment,1920,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
October,Apartment,3040,Dublin City South,Dublin 2,2,2,No,No,120,Estate Agent
October,House,3940,North Co Dublin,,3,2,No,N/A,6,Estate Agent
October,House,3800,Dublin City North,Dublin 11,1,1,N/A,Yes,6,Estate Agent
October,Apartment,1810,Dublin City Sth.,Dublin 10,2,1,No,No,120,Owner
October,Apartment,2380,Dublin City Sth.,Dublin 2,1,1,No,No,60,Estate Agent
October,Apartment,2170,Dublin City Nth.,Dublin 1,1,1,No,No,12,Owner
October,Apartment,2500,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
October,Apartment,2350,Dublin City South,Dublin 2,1,1,No,No,120,Estate Agent
October,House,4570,Dublin City North,Dublin 9,3,2,No,N/A,6,Estate Agent
October,Apartment,1340,Dublin City North,Dublin 3,2,2,Yes,No,12,Owner
October,Apartment,2640.00,Dublin City South,Dublin 16,2,2,Yes,No,120,Estate Agent
October,Apartment,1450,Dublin City North,Dublin 5,2,1,No,No,12,Owner
October,Apartment,1000,Dublin City South,Dublin 16,1,1,No,No,120,Estate Agent
October,Apartment,1980,Dublin City Nth.,Dublin 1,3,1,Yes,No,12,Estate Agent
October,Apartment,3550,Dublin City South,Dublin 2,2,1,No,No,6,Owner
October,Apartment,1500,Dublin City North,Dublin 17,2,1,No,N/A,12,Estate Agent
October,House,2330,Dublin City Sth.,Dublin 24,4,3,Yes,Yes,12,Owner
October,Apartment,1040.00,Dublin City Sth.,Dublin 12,1,1,Yes,No,3,Owner
October,Apartment,1170,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
October,Apartment,1810,Dublin City Nth.,Dublin 1,2,1,N/A,No,12,Estate Agent
November,Apartment,1460,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
November,Apartment,2540,Dublin City South,Dublin 2,1,1,No,No,12,Owner
November,House,3490,Dublin City Sth.,Dublin 18,4,1,No,Yes,12,Owner
November,Apartment,1870,Dublin City North,Dublin 3,2,1,No,No,6,Estate Agent
November,Apartment,1100,Dublin City South,Dublin 14,1,1,No,No,6,Owner
November,House,3130.00,Dublin City South,Dublin 6W,4,4,Yes,Yes,6,Owner
November,Apartment,1470,Dublin City Nth.,Dublin 1,1,1,No,No,6,Owner
November,House,3090,Dublin City South,Dublin 22,1,2,No,Yes,6,Estate Agent
November,Apartment,2040,Dublin City Nth.,Dublin 7,1,1,No,No,12,Estate Agent
November,Apartment,1230,Dublin City Sth.,Dublin 16,1,1,No,No,12,Estate Agent
November,Apartment,1650,Dublin City Sth.,Dublin 24,1,1,No,No,12,Owner
November,House,5660,Dublin City North,Dublin 15,3,2,Yes,Yes,3,Estate Agent
November,House,5070,Dublin City South,Dublin 18,3,1,Yes,N/A,12,Owner
November,Apartment,1530,Dublin City South,Dublin 10,2,1,No,No,12,Estate Agent
November,Apartment,2000,Dublin City South,Dublin 6,1,1,No,No,12,Owner
November,House,5030.00,Dublin City North,Dublin 1,4,1,No,Yes,6,Owner
November,Apartment,3280,Dublin City Sth.,Dublin 2,2,2,No,N/A,12,Owner
November,Apartment,2000,Dublin City North,Dublin 1,1,2,No,No,120,Estate Agent
November,House,4800,Dublin City South,Dublin 12,4,1,Yes,Yes,12,Owner
November,Apartment,1880,Dublin City Sth.,Dublin 2,1,1,No,No,12,Owner
November,Apartment,1790,Dublin City Sth.,Dublin 6,2,1,No,No,12,Owner
November,House,3330,Dublin City Sth.,Dublin 20,5,4,Yes,N/A,3,Estate Agent
November,Apartment,1660,Dublin City North,Dublin 15,1,1,No,No,12,Estate Agent
November,Apartment,2750,Dublin City North,Dublin 1,1,1,No,No,3,Estate Agent
November,Apartment,1350,Dublin City North,Dublin 1,1,1,Yes,No,12,Estate  Agent
November,Apartment,4400,Dublin City North,Dublin 1,3,1,No,No,12,Estate Agent
November,Apartment,2700,Dublin City North,Dublin 9,2,1,No,No,12,Estate Agent
November,House,4360,Dublin City North,Dublin 1,3,1,Yes,Yes,3,Estate Agent
November,Apartment,1970,Dublin City South,Dublin 12,1,2,Yes,No,12,Owner
November,Apartment,1320,Dublin City South,Dublin 6,1,2,No,N/A,12,Estate Agent
November,Apartment,1700,Dublin City Nth.,Dublin 3,1,1,No,No,12,Estate Agent
November,Apartment,1420,Dublin City North,Dublin 1,1,2,No,No,6,Estate Agent
November,House,2900,Dublin City Nth.,Dublin 9,3,2,Yes,Yes,12,Owner
November,Apartment,1590.00,Dublin City South,Dublin 2,1,2,Yes,No,3,Owner
November,House,2380,Dublin City South,Dublin 20,2,1,No,Yes,60,Estate Agent
November,Apartment,1030,Dublin City Sth.,Dublin 20,2,1,No,No,120,Estate Agent
November,Apartment,3130,Dublin City North,Dublin 1,2,1,No,No,6,Estate Agent
November,House,4180,Dublin City Nth.,Dublin 3,3,2,N/A,Yes,12,Owner
November,Apartment,1850,Dublin City South,Dublin 2,2,1,Yes,No,12,Estate Agent
November,Apartment,1990,Dublin City South,Dublin 22,2,1,Yes,No,12,Estate Agent
November,Apartment,2010,Dublin City North,Dublin 1,2,2,No,No,120,Owner
November,Apartment,1020,Dublin City South,Dublin 12,1,1,No,No,12,Estate Agent
November,Apartment,3240,Dublin City Nth.,Dublin 17,3,1,Yes,No,12,Estate Agent
November,House,4810.00,Dublin City South,Dublin 14,2,1,Yes,Yes,12,Estate Agent
November,Apartment,1680,Dublin City Nth.,Dublin 15,1,1,No,No,12,Estate Agent
November,Apartment,1870,Dublin City North,Dublin 5,1,1,No,No,30,Estate Agent
November,Apartment,1600,Dublin City North,Dublin 3,1,1,No,No,12,Estate Agent
November,Apartment,1360,Dublin City Sth.,Dublin 14,2,2,No,No,12,Estate Agent
November,Apartment,1440,Dublin City North,Dublin 17,1,1,No,No,3,Estate Agent
November,Apartment,2880,Dublin City South,Dublin 2,2,1,No,No,6,Owner
November,House,5180,Dublin City North,Dublin 9,5,4,Yes,Yes,6,Estate Agent
November,Apartment,1090,Dublin City South,Dublin 18,1,1,No,No,12,Estate Agent
November,Apartment,880,Dublin City Sth.,Dublin 14,1,2,No,No,12,Estate Agent
November,Apartment,4460,Dublin City North,Dublin 7,3,2,No,No,12,Estate Agent
November,House,4740,Dublin City South,Dublin 6,4,4,No,Yes,30,Owner
November,House,4550,Dublin City Sth.,Dublin 10,3,1,Yes,Yes,12,Owner
November,House,5240,Dublin City South,Dublin 2,4,2,No,Yes,12,Owner
November,Apartment,1680.00,Dublin City North,Dublin 11,3,1,No,No,12,Estate Agent
November,Apartment,2090.00,Dublin City North,Dublin 5,2,2,No,No,3,Estate Agent
November,Apartment,2480,Dublin City Nth.,Dublin 1,2,1,Yes,No,12,Estate Agent
November,Apartment,2640,Dublin City North,Dublin 1,2,2,No,No,120,Estate Agent
November,House,3660,Dublin City South,Dublin 8,3,1,Yes,Yes,12,Estate Agent
November,House,5180,Dublin City South,Dublin 6W,2,1,No,N/A,12,Owner
November,Apartment,1360,Dublin City North,Dublin 1,1,2,Yes,No,12,Estate Agent
November,House,4520,Dublin City South,Dublin 20,2,1,Yes,Yes,12,Estate Agent
November,Apartment,1570,Dublin City North,Dublin 7,1,2,No,No,12,Estate Agent
November,House,4430,Dublin City North,Dublin 1,2,1,Yes,Yes,6,Owner
November,House,5970,Dublin City South,Dublin 6,3,2,Yes,Yes,12,Estate Agent
